2494,943,2610,943,2610,1055,2494,1055
3273,2225,3332,2225,3332,2264,3273,2264
2511,1425,2593,1425,2593,1509,2511,1509
2070,1747,2122,1747,2122,1789,2070,1789
815,608,870,608,870,659,815,659
816,550,869,550,869,601,816,601
1222,1286,1272,1286,1272,1335,1222,1335
2496,1228,2603,1228,2603,1282,2496,1282
815,666,871,666,871,720,815,720
2497,1183,2611,1183,2611,1224,2497,1224
729,356,823,356,823,457,729,457
2499,1064,2610,1064,2610,1172,2499,1172
2493,1533,2611,1533,2611,1639,2493,1639
2493,706,2611,706,2611,819,2493,819
903,1356,960,1356,960,1408,903,1408
2498,1294,2608,1294,2608,1406,2498,1406
2498,1648,2604,1648,2604,1759,2498,1759
823,1033,863,1033,863,1072,823,1072
2705,362,2798,362,2798,451,2705,451
1088,1608,1141,1608,1141,1660,1088,1660
1220,1728,1274,1728,1274,1768,1220,1768
1712,1025,1765,1025,1765,1040,1712,1040
2444,1765,2484,1765,2484,1817,2444,1817
2437,1529,2486,1529,2486,1578,2437,1578
739,1962,830,1962,830,2056,739,2056
2711,1961,2802,1961,2802,2051,2711,2051
1011,1616,1065,1616,1065,1661,1011,1661
2300,810,2356,810,2356,863,2300,863
2511,834,2594,834,2594,920,2511,920
1610,634,1667,634,1667,687,1610,687
2495,1779,2552,1779,2552,1833,2495,1833
2494,514,2550,514,2550,568,2494,568
1004,520,1059,520,1059,570,1004,570
1087,1666,1140,1666,1140,1720,1087,1720
1157,1318,1214,1318,1214,1334,1157,1334
1009,1110,1063,1110,1063,1162,1009,1162
2495,1899,2550,1899,2550,1953,2495,1953
374,2315,410,2315,410,2369,374,2369
2373,572,2428,572,2428,626,2373,626
1085,1489,1142,1489,1142,1540,1085,1540
2070,1703,2125,1703,2125,1746,2070,1746
1083,1048,1137,1048,1137,1100,1083,1100
2374,456,2432,456,2432,507,2374,507
1217,1345,1271,1345,1271,1395,1217,1395
2434,866,2491,866,2491,921,2434,921
1215,931,1271,931,1271,985,1215,985
2433,634,2490,634,2490,687,2433,687
1081,1168,1137,1168,1137,1217,1081,1217
1014,1440,1065,1440,1065,1483,1014,1483
1080,632,1138,632,1138,688,1080,688
1157,1255,1213,1255,1213,1307,1157,1307
2436,1054,2489,1054,2489,1106,2436,1106
2434,809,2490,809,2490,862,2434,862
823,1166,862,1166,862,1198,823,1198
1214,636,1271,636,1271,690,1214,690
905,1062,959,1062,959,1117,905,1117
1010,1256,1065,1256,1065,1311,1010,1311
