1143,1222,1190,1222,1190,1281,1143,1281
671,747,727,747,727,771,671,771
1587,999,1629,999,1629,1050,1587,1050
2732,1660,2779,1660,2779,1705,2732,1705
1940,1415,2004,1415,2004,1448,1940,1448
2101,925,2168,925,2168,989,2101,989
1485,888,1559,888,1559,946,1485,946
2618,1811,2659,1811,2659,1845,2618,1845
2255,227,2303,227,2303,284,2255,284
1314,242,1364,242,1364,300,1314,300
1941,1022,1998,1022,1998,1077,1941,1077
1496,1112,1555,1112,1555,1152,1496,1152
1573,1362,1630,1362,1630,1405,1573,1405
1936,960,1997,960,1997,1015,1936,1015
1939,1269,2002,1269,2002,1321,1939,1321
997,1506,1050,1506,1050,1544,997,1544
985,1456,1044,1456,1044,1502,985,1502
1484,1403,1546,1403,1546,1453,1484,1453
1663,1139,1716,1139,1716,1169,1663,1169
2041,1213,2076,1213,2076,1250,2041,1250
2122,1326,2168,1326,2168,1389,2122,1389
1401,952,1459,952,1459,993,1401,993
2827,1298,2867,1298,2867,1352,2827,1352
2051,1980,2092,1980,2092,2013,2051,2013
1768,1370,1829,1370,1829,1420,1768,1420
1573,1314,1628,1314,1628,1364,1573,1364
2026,979,2080,979,2080,1027,2026,1027
1569,1403,1635,1403,1635,1450,1569,1450
2027,1063,2081,1063,2081,1115,2027,1115
1944,1085,1990,1085,1990,1119,1944,1119
1321,1169,1375,1169,1375,1226,1321,1226
2119,1201,2169,1201,2169,1244,2119,1244
1665,241,1718,241,1718,288,1665,288
2120,1142,2165,1142,2165,1178,2120,1178
2118,1284,2170,1284,2170,1315,2118,1315
1771,1428,1822,1428,1822,1478,1771,1478
1859,1070,1916,1070,1916,1130,1859,1130
2030,1284,2074,1284,2074,1327,2030,1327
2119,1452,2174,1452,2174,1507,2119,1507
1492,1028,1543,1028,1543,1076,1492,1076
1661,1384,1712,1384,1712,1432,1661,1432
1865,1260,1920,1260,1920,1306,1865,1306
1866,1452,1916,1452,1916,1510,1866,1510
2137,237,2186,237,2186,285,2137,285
1902,235,1952,235,1952,287,1902,287
1663,1338,1711,1338,1711,1380,1663,1380
2118,1395,2173,1395,2173,1449,2118,1449
1777,1144,1821,1144,1821,1185,1777,1185
1667,1079,1714,1079,1714,1135,1667,1135
2113,1035,2163,1035,2163,1094,2113,1094
1548,240,1598,240,1598,290,1548,290
966,1383,1016,1383,1016,1424,966,1424
1781,235,1834,235,1834,290,1781,290
1432,243,1483,243,1483,296,1432,296
1946,1192,1996,1192,1996,1235,1946,1235
2024,916,2080,916,2080,974,2024,974
1779,1530,1823,1530,1823,1576,1779,1576
2038,1538,2092,1538,2092,1596,2038,1596
1664,1434,1707,1434,1707,1462,1664,1462
1411,896,1457,896,1457,948,1411,948
2036,1446,2092,1446,2092,1504,2036,1504
1771,1046,1821,1046,1821,1107,1771,1107
