1028,2402,1133,2402,1133,2504,1028,2504
1651,2571,1751,2571,1751,2672,1651,2672
1025,1475,1134,1475,1134,1581,1025,1581
1022,1592,1130,1592,1130,1690,1022,1690
1338,474,1448,474,1448,581,1338,581
217,2870,317,2870,317,2976,217,2976
1027,2282,1133,2282,1133,2388,1027,2388
1946,2609,2054,2609,2054,2720,1946,2720
1645,2455,1754,2455,1754,2563,1645,2563
1032,2745,1137,2745,1137,2851,1032,2851
1030,2513,1134,2513,1134,2624,1030,2624
1967,1331,2022,1331,2022,1400,1967,1400
1341,1239,1452,1239,1452,1339,1341,1339
1035,2170,1122,2170,1122,2275,1035,2275
459,420,566,420,566,448,459,448
1644,2804,1756,2804,1756,2910,1644,2910
1019,1704,1134,1704,1134,1813,1019,1813
215,3040,321,3040,321,3143,215,3143
1951,2850,2057,2850,2057,2954,1951,2954
316,1121,428,1121,428,1230,316,1230
616,3040,731,3040,731,3143,616,3143
1932,749,2046,749,2046,857,1932,857
1646,2920,1755,2920,1755,3022,1646,3022
208,2693,320,2693,320,2800,208,2800
1646,3035,1755,3035,1755,3141,1646,3141
1020,1240,1126,1240,1126,1346,1020,1346
615,2802,729,2802,729,2913,615,2913
1932,1216,2048,1216,2048,1325,1932,1325
197,1122,308,1122,308,1228,197,1228
1019,766,1129,766,1129,874,1019,874
1023,1356,1130,1356,1130,1463,1023,1463
307,890,416,890,416,989,307,989
1020,1126,1129,1126,1129,1229,1020,1229
198,658,300,658,300,762,198,762
1026,2051,1132,2051,1132,2157,1026,2157
333,1986,422,1986,422,2045,333,2045
1937,519,2044,519,2044,625,1937,625
203,1945,314,1945,314,2047,203,2047
1942,2259,2052,2259,2052,2370,1942,2370
200,1707,316,1707,316,1815,200,1815
1935,1562,2048,1562,2048,1674,1935,1674
197,891,303,891,303,995,197,995
1940,1680,2044,1680,2044,1787,1940,1787
193,541,300,541,300,648,193,648
1012,416,1121,416,1121,525,1012,525
1942,1447,2047,1447,2047,1553,1942,1553
1940,2143,2051,2143,2051,2251,1940,2251
199,775,305,775,305,883,199,883
1341,1124,1445,1124,1445,1225,1341,1225
1944,1916,2045,1916,2045,2015,1944,2015
1854,857,1893,857,1893,928,1854,928
332,3046,438,3046,438,3144,332,3144
1025,1932,1136,1932,1136,2036,1025,2036
1950,2729,2055,2729,2055,2829,1950,2829
1017,652,1125,652,1125,757,1017,757
199,1004,307,1004,307,1109,199,1109
1938,1799,2048,1799,2048,1906,1938,1906
1018,891,1126,891,1126,998,1018,998
1008,528,1124,528,1124,643,1008,643
1938,866,2040,866,2040,972,1938,972
315,656,416,656,416,764,315,764
215,1825,304,1825,304,1926,215,1926
194,424,299,424,299,530,194,530
206,2171,307,2171,307,2276,206,2276
203,2055,309,2055,309,2157,203,2157
639,2922,731,2922,731,3024,639,3024
603,417,708,417,708,524,603,524
339,2805,424,2805,424,2859,339,2859
1022,1010,1126,1010,1126,1114,1022,1114
1938,983,2039,983,2039,1086,1938,1086
1024,1820,1131,1820,1131,1924,1024,1924
321,770,412,770,412,876,321,876
313,425,417,425,417,526,313,526
1030,2981,1079,2981,1079,3033,1030,3033
1747,400,1814,400,1814,462,1747,462
1944,640,2039,640,2039,742,1944,742
1337,997,1389,997,1389,1054,1337,1054
1746,473,1813,473,1813,544,1746,544
1674,1087,1706,1087,1706,1121,1674,1121
340,2956,435,2956,435,3028,340,3028
1555,620,1624,620,1624,683,1555,683
1954,1117,2025,1117,2025,1194,1954,1194
1821,397,1859,397,1859,436,1821,436
465,437,551,437,551,514,465,514
1984,2513,2052,2513,2052,2601,1984,2601
332,1824,424,1824,424,1928,332,1928
669,1759,728,1759,728,1809,669,1809
1479,401,1550,401,1550,468,1479,468
1354,1349,1450,1349,1450,1440,1354,1440
315,538,419,538,419,648,315,648
1346,1824,1451,1824,1451,1923,1346,1923
1691,1214,1743,1214,1743,1259,1691,1259
345,1935,429,1935,429,1987,345,1987
1719,1410,1784,1410,1784,1457,1719,1457
380,2344,435,2344,435,2391,380,2391
378,2518,436,2518,436,2566,378,2566
376,1413,429,1413,429,1467,376,1467
456,1526,515,1526,515,1577,456,1577
224,1297,283,1297,283,1347,224,1347
1346,2056,1397,2056,1397,2093,1346,2093
841,1235,892,1235,892,1289,841,1289
380,2459,435,2459,435,2512,380,2512
1406,2515,1460,2515,1460,2562,1406,2562
314,1531,371,1531,371,1582,314,1582
1404,1990,1458,1990,1458,2040,1404,2040
378,2575,435,2575,435,2625,378,2625
330,1705,421,1705,421,1808,330,1808
1399,1581,1459,1581,1459,1634,1399,1634
1344,2217,1399,2217,1399,2272,1344,2272
673,2573,729,2573,729,2626,673,2626
1557,476,1626,476,1626,537,1557,537
519,1236,574,1236,574,1286,519,1286
1090,2978,1141,2978,1141,3027,1090,3027
1409,2282,1461,2282,1461,2331,1409,2331
684,300,738,300,738,356,684,356
321,2403,374,2403,374,2447,321,2447
1337,707,1392,707,1392,759,1337,759
1259,2284,1312,2284,1312,2330,1259,2330
467,1987,519,1987,519,2038,467,2038
835,707,892,707,892,759,835,759
757,2048,811,2048,811,2099,757,2099
673,2343,726,2343,726,2388,673,2388
664,891,717,891,717,936,664,936
1557,396,1627,396,1627,464,1557,464
471,2863,524,2863,524,2911,471,2911
1343,2108,1398,2108,1398,2155,1343,2155
320,2575,377,2575,377,2628,320,2628
606,1294,661,1294,661,1347,606,1347
320,2514,375,2514,375,2570,320,2570
673,2226,723,2226,723,2275,673,2275
1253,1589,1306,1589,1306,1627,1253,1627
467,1876,518,1876,518,1922,467,1922
1343,1697,1397,1697,1397,1750,1343,1750
1844,2629,1899,2629,1899,2681,1844,2681
516,886,573,886,573,938,516,938
469,2689,518,2689,518,2735,469,2735
678,2635,727,2635,727,2679,678,2679
1741,622,1802,622,1802,687,1741,687
608,1120,659,1120,659,1173,608,1173
567,305,620,305,620,350,567,350
456,771,511,771,511,821,456,821
518,827,570,827,570,878,518,878
469,2453,521,2453,521,2508,469,2508
663,1001,717,1001,717,1051,663,1051
1396,1059,1451,1059,1451,1111,1396,1111
313,1239,369,1239,369,1291,313,1291
1170,2394,1226,2394,1226,2448,1170,2448
318,1588,370,1588,370,1640,318,1640
1504,300,1556,300,1556,349,1504,349
317,1010,419,1010,419,1115,317,1115
762,2570,817,2570,817,2623,762,2623
382,2399,432,2399,432,2451,382,2451
1761,1959,1828,1959,1828,2031,1761,2031
922,473,976,473,976,524,922,524
747,593,801,593,801,645,747,645
1756,1664,1803,1664,1803,1718,1756,1718
1408,3033,1462,3033,1462,3086,1408,3086
1345,2393,1400,2393,1400,2445,1345,2445
522,1467,575,1467,575,1518,522,1518
1409,2922,1465,2922,1465,2969,1409,2969
751,1119,804,1119,804,1169,751,1169
469,2747,524,2747,524,2794,469,2794
1336,825,1391,825,1391,874,1336,874
756,1758,809,1758,809,1809,756,1809
376,1357,427,1357,427,1406,376,1406
601,714,654,714,654,763,601,763
227,1354,281,1354,281,1406,227,1406
850,2749,903,2749,903,2794,850,2794
1845,2570,1896,2570,1896,2619,1845,2619
1556,551,1623,551,1623,614,1556,614
606,1240,661,1240,661,1286,606,1286
1257,1698,1308,1698,1308,1746,1257,1746
461,1006,512,1006,512,1049,461,1049
1849,2977,1901,2977,1901,3026,1849,3026
610,2108,667,2108,667,2159,610,2159
614,2168,666,2168,666,2216,614,2216
380,2288,429,2288,429,2334,380,2334
843,1643,896,1643,896,1691,843,1691
1256,1989,1311,1989,1311,2037,1256,2037
464,2106,518,2106,518,2155,464,2155
929,946,980,946,980,992,929,992
1170,549,1211,549,1211,575,1170,575
609,1991,668,1991,668,2043,609,2043
472,2805,521,2805,521,2851,472,2851
934,2107,989,2107,989,2156,934,2156
460,1065,511,1065,511,1113,460,1113
316,1472,368,1472,368,1525,316,1525
1260,2513,1313,2513,1313,2563,1260,2563
1413,2866,1464,2866,1464,2914,1413,2914
674,1709,720,1709,720,1750,674,1750
324,2633,377,2633,377,2683,324,2683
614,2461,667,2461,667,2506,614,2506
754,492,793,492,793,512,754,512
943,3036,994,3036,994,3086,943,3086
664,598,712,598,712,645,664,645
663,944,718,944,718,996,663,996
527,1701,575,1701,575,1754,527,1754
610,2049,668,2049,668,2098,610,2098
659,771,715,771,715,820,659,820
1270,295,1323,295,1323,345,1270,345
1263,2748,1314,2748,1314,2799,1263,2799
1405,1758,1456,1758,1456,1810,1405,1810
530,2691,579,2691,579,2739,530,2739
747,649,803,649,803,706,747,706
672,1645,721,1645,721,1693,672,1693
1846,2859,1900,2859,1900,2907,1846,2907
469,2282,521,2282,521,2333,469,2333
844,1465,895,1465,895,1519,844,1519
1850,3151,1905,3151,1905,3201,1850,3201
1343,1640,1393,1640,1393,1689,1343,1689
229,1470,283,1470,283,1523,229,1523
929,1353,984,1353,984,1406,929,1406
470,2632,520,2632,520,2682,470,2682
853,3095,904,3095,904,3148,853,3148
377,1644,427,1644,427,1697,377,1697
522,1061,571,1061,571,1110,522,1110
1850,3035,1902,3035,1902,3087,1850,3087
1404,1930,1452,1930,1452,1981,1404,1981
529,2398,576,2398,576,2452,529,2452
530,2632,581,2632,581,2679,530,2679
1160,647,1212,647,1212,701,1160,701
935,1991,985,1991,985,2041,935,2041
459,891,511,891,511,941,459,941
380,1475,424,1475,424,1522,380,1522
1167,1813,1220,1813,1220,1866,1167,1866
942,2981,992,2981,992,3028,942,3028
1347,2456,1402,2456,1402,2505,1347,2505
468,2517,521,2517,521,2567,468,2567
1256,1122,1299,1122,1299,1163,1256,1163
1495,2746,1552,2746,1552,2799,1495,2799
612,1875,661,1875,661,1924,612,1924
377,1586,428,1586,428,1637,377,1637
1849,2745,1900,2745,1900,2794,1849,2794
516,600,564,600,564,647,516,647
765,2106,809,2106,809,2159,765,2159
1163,1000,1214,1000,1214,1053,1163,1053
1168,1293,1217,1293,1217,1342,1168,1342
1669,478,1734,478,1734,544,1669,544
1845,2457,1894,2457,1894,2501,1845,2501
374,1243,423,1243,423,1290,374,1290
1847,2918,1901,2918,1901,2971,1847,2971
229,1591,285,1591,285,1640,229,1640
1480,472,1552,472,1552,544,1480,544
1497,2687,1547,2687,1547,2737,1497,2737
1406,2111,1457,2111,1457,2157,1406,2157
522,1587,575,1587,575,1637,522,1637
845,1011,885,1011,885,1044,845,1044
753,432,792,432,792,460,753,460
756,1299,806,1299,806,1340,756,1340
234,2399,289,2399,289,2455,234,2455
1392,589,1450,589,1450,640,1392,640
1334,767,1389,767,1389,820,1334,820
1249,533,1299,533,1299,582,1249,582
1262,2396,1310,2396,1310,2445,1262,2445
1344,1757,1397,1757,1397,1805,1344,1805
672,2050,724,2050,724,2104,672,2104
1166,1235,1214,1235,1214,1278,1166,1278
315,1359,366,1359,366,1408,315,1408
1028,2930,1080,2930,1080,2970,1028,2970
1177,1654,1214,1654,1214,1681,1177,1681
846,2281,902,2281,902,2334,846,2334
1168,1878,1218,1878,1218,1926,1168,1926
1265,3096,1317,3096,1317,3143,1265,3143
922,593,977,593,977,644,922,644
378,1531,429,1531,429,1577,378,1577
236,2523,289,2523,289,2567,236,2567
937,2572,989,2572,989,2623,937,2623
236,2345,285,2345,285,2391,236,2391
1408,3097,1464,3097,1464,3137,1408,3137
459,827,509,827,509,882,459,882
471,2340,520,2340,520,2393,471,2393
850,2165,896,2165,896,2217,850,2217
1855,3096,1900,3096,1900,3143,1855,3143
524,1761,576,1761,576,1812,524,1812
514,655,569,655,569,706,514,706
618,3155,669,3155,669,3207,618,3207
612,1355,658,1355,658,1403,612,1403
1337,1062,1388,1062,1388,1108,1337,1108
1028,3045,1079,3045,1079,3085,1028,3085
230,1413,283,1413,283,1464,230,1464
521,1175,571,1175,571,1228,521,1228
1249,1175,1304,1175,1304,1227,1249,1227
1259,606,1294,606,1294,622,1259,622
527,2109,578,2109,578,2156,527,2156
522,1006,571,1006,571,1049,522,1049
1815,656,1857,656,1857,698,1815,698
1850,2802,1898,2802,1898,2854,1850,2854
847,664,884,664,884,681,847,681
1407,2048,1453,2048,1453,2097,1407,2097
526,1937,575,1937,575,1984,526,1984
532,2862,581,2862,581,2912,532,2912
1792,2807,1838,2807,1838,2850,1792,2850
237,2292,282,2292,282,2335,237,2335
845,1933,900,1933,900,1980,845,1980
670,1528,720,1528,720,1577,670,1577
678,3152,731,3152,731,3204,678,3204
661,713,716,713,716,761,661,761
1679,3155,1726,3155,1726,3200,1679,3200
1257,1523,1305,1523,1305,1574,1257,1574
947,2411,984,2411,984,2440,947,2440
618,2571,666,2571,666,2626,618,2626
1186,2996,1222,2996,1222,3012,1186,3012
1171,2338,1224,2338,1224,2389,1171,2389
1559,2807,1603,2807,1603,2849,1559,2849
1353,2976,1405,2976,1405,3026,1353,3026
527,2516,581,2516,581,2568,527,2568
614,1584,659,1584,659,1634,614,1634
1033,296,1091,296,1091,352,1033,352
927,1177,980,1177,980,1230,927,1230
1819,437,1861,437,1861,476,1819,476
1818,523,1862,523,1862,566,1818,566
760,1934,811,1934,811,1984,760,1984
467,1763,517,1763,517,1812,467,1812
1086,3153,1139,3153,1139,3207,1086,3207
757,2164,814,2164,814,2215,757,2215
529,2173,574,2173,574,2217,529,2217
602,537,652,537,652,586,602,586
1560,2749,1604,2749,1604,2795,1560,2795
373,1299,427,1299,427,1346,373,1346
683,2301,717,2301,717,2317,683,2317
663,538,713,538,713,587,663,587
1621,293,1672,293,1672,348,1621,348
1497,2805,1548,2805,1548,2851,1497,2851
624,2359,659,2359,659,2376,624,2376
932,1064,984,1064,984,1111,932,1111
1354,2337,1392,2337,1392,2389,1354,2389
937,842,973,842,973,871,937,871
671,1589,723,1589,723,1636,671,1636
1672,554,1738,554,1738,620,1672,620
1253,1351,1305,1351,1305,1402,1253,1402
229,1538,279,1538,279,1577,229,1577
1406,2226,1458,2226,1458,2262,1406,2262
332,2704,421,2704,421,2788,332,2788
1670,2686,1752,2686,1752,2766,1670,2766
1347,2164,1395,2164,1395,2209,1347,2209
1669,398,1739,398,1739,464,1669,464
928,772,980,772,980,819,928,819
1249,889,1303,889,1303,934,1249,934
1175,2574,1224,2574,1224,2624,1175,2624
934,1932,985,1932,985,1980,934,1980
1495,2458,1544,2458,1544,2505,1495,2505
613,2515,667,2515,667,2566,613,2566
1163,943,1212,943,1212,990,1163,990
534,2749,581,2749,581,2794,534,2794
1411,2750,1463,2750,1463,2794,1411,2794
936,2632,991,2632,991,2682,936,2682
1153,297,1205,297,1205,349,1153,349
517,1291,573,1291,573,1344,517,1344
929,1120,981,1120,981,1167,929,1167
1562,3101,1606,3101,1606,3140,1562,3140
1160,884,1215,884,1215,934,1160,934
920,420,973,420,973,466,920,466
1168,2163,1224,2163,1224,2215,1168,2215
849,1990,898,1990,898,2042,849,2042
610,664,649,664,649,698,610,698
1261,2456,1310,2456,1310,2502,1261,2502
1400,704,1450,704,1450,756,1400,756
1262,2862,1319,2862,1319,2912,1262,2912
670,1123,716,1123,716,1173,670,1173
668,657,712,657,712,701,668,701
1357,2805,1402,2805,1402,2855,1357,2855
1164,709,1212,709,1212,757,1164,757
1176,2859,1229,2859,1229,2913,1176,2913
850,2980,905,2980,905,3034,850,3034
935,722,972,722,972,749,935,749
606,888,653,888,653,938,606,938
240,2466,283,2466,283,2506,240,2506
1027,3095,1083,3095,1083,3149,1027,3149
1351,3038,1401,3038,1401,3084,1351,3084
385,2637,429,2637,429,2681,385,2681
1790,2517,1834,2517,1834,2560,1790,2560
320,2459,372,2459,372,2512,320,2512
857,2527,893,2527,893,2555,857,2555
605,598,653,598,653,644,605,644
1168,1526,1221,1526,1221,1576,1168,1576
1339,645,1388,645,1388,701,1339,701
1165,1349,1218,1349,1218,1399,1165,1399
1557,2632,1603,2632,1603,2676,1557,2676
756,1407,804,1407,804,1463,756,1463
1739,3155,1783,3155,1783,3198,1739,3198
526,2287,580,2287,580,2327,526,2327
1793,2981,1839,2981,1839,3025,1793,3025
468,2051,517,2051,517,2099,468,2099
1397,646,1447,646,1447,697,1397,697
608,1410,662,1410,662,1460,608,1460
1342,1584,1396,1584,1396,1633,1342,1633
462,1119,514,1119,514,1170,462,1170
1161,593,1212,593,1212,642,1161,642
530,2051,575,2051,575,2099,530,2099
751,1232,804,1232,804,1282,751,1282
608,1180,662,1180,662,1231,608,1231
677,2513,726,2513,726,2564,677,2564
459,544,502,544,502,583,459,583
243,2579,280,2579,280,2625,243,2625
1404,1698,1452,1698,1452,1749,1404,1749
524,1411,569,1411,569,1456,524,1456
1845,2689,1896,2689,1896,2736,1845,2736
1794,2923,1839,2923,1839,2966,1794,2966
941,2751,993,2751,993,2795,941,2795
1795,3038,1839,3038,1839,3084,1795,3084
